trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
15,False,"{'a': 0.5, 'e': 0.9136834659203946}",20,0,-59.129870820085465,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9082013651248722}",25,0,-107.08040109466131,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.9027521569341229}",30,0,-108.93878885680103,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8973356439925182}",20,0,-73.76912091349315,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8919516301285632}",20,0,-105.71035196413676,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8865999203477918}",20,3,-13.055269672117173,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.881280320825705}",20,0,-141.9206951950178,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8759926389007507}",25,0,-70.62068788193355,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.8707366830673462}",25,0,-82.021876157255,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8655122629689421}",25,0,-66.49791852536342,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.8603191893911285}",25,0,-61.9466885175038,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.8551572742547817}",30,0,-232.03300556971413,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
27,False,"{'a': 0.5, 'e': 0.850026330609253}",20,0,-59.16608854852734,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.8449261726255975}",25,18,-2.4189516034795773,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.8398566155898439}",20,0,-168.185538853791,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8348174758963048}",30,3,-89.19406574716557,"{0: 20, 1: 2, 2: 2, 3: 2, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.829808571040927}",20,0,10.866649067324222,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.8248297196146814}",20,0,-205.42412216477766,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
33,False,"{'a': 0.5, 'e': 0.8198807412969934}",30,0,-143.99235866418752,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.8149614568492114}",20,0,-132.20052142195442,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.8100716881081161}",35,0,-218.6526865408736,"{0: 19, 1: 2, 2: 11, 3: 0, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.8052112579794674}",20,0,-78.85315787230073,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8003799904315906}",25,0,-96.20329351026093,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.795577710489001}",30,15,-89.74486234419304,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 1}",1
39,False,"{'a': 0.5, 'e': 0.790804244226067}",25,0,-61.115331004721746,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.7860594187607106}",20,0,-32.435412116557934,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.7813430622481463}",30,18,-38.730765394502114,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.7766550038746575}",25,0,-242.07727786345862,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
43,False,"{'a': 0.5, 'e': 0.7719950738514095}",30,0,-179.53134074305842,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.767363103408301}",20,0,-59.54425562262785,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.7627589247878512}",20,0,-36.307934647110685,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7581823712391241}",30,0,-60.18082216716807,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7536332770116894}",25,0,-124.37522870257428,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.7491114773496192}",25,6,-114.78920273425013,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.7446168084855216}",25,0,-160.16251251163635,"{0: 14, 1: 6, 2: 1, 3: 1, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.7401491076346084}",30,0,-81.53347899557244,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7357082129888007}",30,0,-160.68686260879508,"{0: 17, 1: 4, 2: 4, 3: 4, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.731293963710868}",20,6,-117.10249128005283,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 2}",1
53,False,"{'a': 0.5, 'e': 0.7269061999286027}",35,0,-154.45947014095864,"{0: 18, 1: 4, 2: 12, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.7225447627290311}",20,13,-6.813427687057215,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.7182094941526569}",25,12,-50.50835934772387,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.713900237187741}",30,11,-96.17650154319232,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 2}",1
57,False,"{'a': 0.5, 'e': 0.7096168357646145}",25,14,-27.532294025599327,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.7053591347500269}",20,0,-40.802439470740325,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.7011269799415266}",20,0,-103.68641690039168,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.6969202180618775}",20,0,-153.18486349041032,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.6927386967535062}",25,11,-0.9471379595294311,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.6885822645729852}",30,7,-46.59537456159724,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.6844507709855473}",20,0,-115.8974767462829,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.680344066359634}",25,0,-73.0414148838276,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.6762620019614762}",20,0,-29.58496842079573,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.6722044299497073}",30,0,-79.06533147999036,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.6681712033700091}",30,7,-101.03476057750753,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 2}",1
68,False,"{'a': 0.5, 'e': 0.664162176149789}",20,0,-34.31149448831939,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.6601772030928903}",25,0,-18.134869570799722,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.6562161398743329}",20,0,-92.21128097303759,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.652278843035087}",25,0,-105.62645014414713,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.6483651699768764}",25,0,-98.39042462835395,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.6444749789570151}",30,1,-62.618983902824,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.640608129083273}",25,0,-174.8535545191545,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.6367644803087734}",25,17,-2.5231278626689813,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.6329438934269208}",20,0,-20.21293710599455,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.6291462300663593}",25,2,-161.26707094680035,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 3}",1
78,False,"{'a': 0.5, 'e': 0.6253713526859611}",30,0,-94.86543046762857,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.6216191245698454}",20,0,-12.919198411509926,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.6178894098224262}",25,7,-18.276518129926473,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.6141820733634917}",25,8,-24.706844296847496,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.6104969809233107}",20,0,-90.69479240023881,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.6068339990377709}",25,0,-63.08981860929024,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.6031929950435442}",25,13,-10.557007785481943,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.5995738370732829}",25,0,-58.51293466169103,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.5959763940508432}",20,0,9.959286715166886,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.5924005356865382}",25,0,-0.619706022732883,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.588846132472419}",25,15,-46.77966891642599,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.5853130556775844}",25,5,13.395154917200605,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.5818011773435189}",20,0,-39.186581225679426,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.5783103702794579}",20,0,-43.40179509527102,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.5748405080577811}",20,6,5.126730410444097,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.5713914650094344}",30,12,-7.837366457909576,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.5679631162193778}",30,17,-14.32223056688007,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.5645553375220616}",25,0,-120.70944732121518,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.5611680054969291}",25,0,-92.89178864044112,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.5578009974639475}",25,7,6.183266688894202,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.5544541914791639}",20,5,-84.52937597175702,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.5511274663302889}",30,8,33.659201508848646,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.5478207015323071}",20,0,10.707355290315244,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.5445337773231133}",20,0,-35.335545286130625,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.5412665746591746}",20,12,-51.79927341394804,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.5380189752112196}",20,0,-81.2214648621107,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.5347908613599522}",20,0,-95.39308887066503,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.5315821161917925}",30,17,-35.20193111815851,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.5283926234946418}",20,0,-92.83509895850057,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.5252222677536739}",25,0,-128.27689001086196,"{0: 15, 1: 4, 2: 1, 3: 4, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.5220709341471519}",20,6,-38.32345797114883,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.518938508542269}",20,10,-6.850123310329028,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.5158248774910154}",25,0,-115.33521276049393,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.5127299282260692}",20,0,-36.699900697221,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.5096535486567129}",20,9,9.28659481173318,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.5065956273647726}",20,13,-31.039030406518663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.5035560536005839}",25,3,-104.3535099150705,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
115,False,"{'a': 0.5, 'e': 0.5005347172789804}",20,0,-26.06183016571574,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.4975315089753065}",20,0,-30.5806076631327,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.4945463199214547}",20,0,-18.696984476636924,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.4915790420019259}",25,15,16.630163062476374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.4886295677499144}",25,0,-46.47746165423235,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.48569779034341487}",20,13,-8.458657896802286,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.4827836036013544}",25,0,11.907851489862825,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.47988690197974626}",20,4,-16.130310503722765,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.4770075805678678}",20,8,-34.89026838838765,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.4741455350844606}",20,0,-86.08346108930186,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.4713006618739538}",25,0,-64.28755475620568,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.4684728579027101}",20,6,3.0253681141671747,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.46566202075529384}",20,0,-82.00818283242504,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.4628680486307621}",25,7,-39.78059442789307,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.4600908403389775}",25,5,-7.02441288838677,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.45733029529694363}",25,0,17.21136718674031,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.45458631352516193}",20,8,-30.496006661341127,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.451858795644011}",25,13,6.737380605273183,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.4491476428701469}",25,5,-41.6340324112497,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.446452757012926}",20,0,-48.833783166964096,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.44377404047084845}",35,18,-105.30609153620736,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 2}",1
136,False,"{'a': 0.5, 'e': 0.44111139622802337}",20,0,-28.478864945400513,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.4384647278506552}",25,12,3.0994009516293195,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.4358339394835513}",30,0,-54.11727789315857,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.43321893584665}",25,0,-62.60091028536054,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4306196222315701}",25,0,-83.00369980749586,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.4280359044981807}",20,0,-68.29253213297986,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.4254676890711916}",20,0,-21.243330551907775,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.42291488293676444}",20,10,4.037081737002271,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.42037739363914384}",25,0,-16.12609516922187,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.417855129277309}",20,14,-12.176425495221617,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4153479985016451}",20,0,3.5105287714801774,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.41285591051063525}",30,0,-7.291595315470856,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.4103787750475714}",20,0,16.331043745838485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.407916502397286}",25,14,-10.885972888576866,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.40546900338290226}",20,12,13.165950836998023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.4030361893626049}",20,0,-77.44947904039716,"{0: 13, 1: 2, 2: 1, 3: 4, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.40061797222642925}",20,0,-1.6331237207089808,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.39821426439307067}",30,13,-17.54315284577941,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.39582497880671225}",25,14,4.616538932543373,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.393450028933872}",25,6,-32.649525087494524,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.39108932876026875}",30,9,-49.25959036760423,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.3887427927877071}",20,4,20.269495913684718,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.38641033603098085}",20,2,-34.74512988462696,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.384091874014795}",20,12,12.749979649066939,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.3817873227707062}",25,8,15.166851188552801,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.379496598834082}",20,10,-67.84650708594374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
162,False,"{'a': 0.5, 'e': 0.3772196192410775}",20,2,-83.30896401637936,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.37495630152563103}",25,16,0.8277982923963252,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.3727065637164772}",20,13,-42.23711326343832,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.37047032433417837}",30,19,-14.147791689433486,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.3682475023881733}",30,11,3.7816322463304597,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.3660380173738442}",20,0,-5.078496271328462,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.36384178926960115}",20,0,6.450125809067085,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.36165873853398356}",35,14,-28.427598547178505,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.3594887861027797}",20,13,-0.07418807737909106,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.35733185338616297}",30,10,-64.40013862455663,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.355187862265846}",20,0,1.826191908357239,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.35305673509225094}",20,0,33.567411741707126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.3509383946816974}",20,14,8.875513132919599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.3488327643136072}",30,12,17.96661415632121,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.3467397677277256}",20,7,6.746738966287372,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.3446593291213592}",35,5,-9.411320397031718,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.3425913731466311}",20,7,-5.443396640953406,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.3405358249077513}",35,24,-10.747961347400231,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.33849260995830477}",20,0,-3.169652909152763,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.33646165429855496}",30,12,-22.877814262009974,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.3344428843727636}",20,0,-39.78315333765841,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.33243622706652703}",20,13,2.080693502743939,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3304416097041279}",20,4,15.944002703129424,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.3284589600459031}",35,5,-96.9443512427586,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",1
186,False,"{'a': 0.5, 'e': 0.3264882062856277}",30,5,-4.086003503777461,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.3245292770479139}",25,13,-30.527570261344184,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.32258210138562643}",35,21,-27.44931414156829,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.32064660877731266}",20,3,-12.223524013322491,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3187227291246488}",20,12,2.9287360174663113,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.3168103927499009}",25,11,-39.141295099003585,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.31490953039340147}",20,13,5.463719928427304,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.3130200732110411}",20,12,4.147528878976582,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.3111419527717748}",20,14,-13.79415974509817,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.30927510105514416}",20,0,-11.832512484776544,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.3074194504488133}",20,0,-27.955268870163216,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.30557493374612044}",30,8,5.5098671533941594,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3037414841436437}",30,15,7.796353676241121,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
